"","TARGET","GENDER","BALANCE","OCCUPATION","AGE_BKT","SCR","HOLDING_PERIOD","ACC_TYPE","LEN_OF_RLTN_IN_MNTH","NO_OF_L_CR_TXNS","NO_OF_L_DR_TXNS","NO_OF_BR_CSH_WDL_DR_TXNS","NO_OF_ATM_DR_TXNS","NO_OF_NET_DR_TXNS","NO_OF_MOB_DR_TXNS","NO_OF_CHQ_DR_TXNS","FLG_HAS_CC","AMT_ATM_DR","AMT_BR_CSH_WDL_DR","AMT_CHQ_DR","AMT_NET_DR","AMT_MOB_DR","FLG_HAS_ANY_CHGS","AMT_OTH_BK_ATM_USG_CHGS","AMT_MIN_BAL_NMC_CHGS","NO_OF_IW_CHQ_BNC_TXNS","NO_OF_OW_CHQ_BNC_TXNS","AVG_AMT_PER_ATM_TXN","AVG_AMT_PER_CSH_WDL_TXN","AVG_AMT_PER_CHQ_TXN","AVG_AMT_PER_NET_TXN","AVG_AMT_PER_MOB_TXN"
"10571","0","F",4456513.74,"SELF-EMP","41-45",343,5,"SA",37,15,8,5,1,1,0,1,"0",18300,340150,0,741253,0,"0",0,0,0,0,18300,68030,0,741253,0
"10572","0","M",90716.86,"SAL","36-40",174,8,"SA",159,7,7,0,1,1,0,5,"0",12000,0,455120,40314,0,"0",0,0,0,0,12000,0,91024,40314,0
"10573","0","M",50656.25,"SAL","26-30",475,16,"SA",98,10,6,2,1,1,0,2,"0",14200,419450,38930,866347,0,"0",0,0,0,0,14200,209725,19465,866347,0
"10574","0","M",905697.11,"SAL","<25",164,23,"SA",39,11,2,1,0,0,0,1,"0",0,696840,71540,0,0,"1",0,0,0,1,0,696840,71540,0,0
"10575","0","F",95635.88,"SELF-EMP","<25",642,12,"SA",78,16,15,3,2,4,1,5,"0",2900,389680,944230,697693,74504,"1",0,0,0,1,1450,129893.33,188846,174423.25,74504
"10576","0","M",149448.32,"PROF",">50",258,19,"SA",215,6,6,2,1,1,0,2,"0",7100,444490,36140,752032,0,"0",0,0,0,0,7100,222245,18070,752032,0
"10577","0","F",1468299.96,"PROF","36-40",246,3,"SA",162,13,7,1,1,1,0,4,"0",15200,202930,15520,468267,0,"0",0,0,0,0,15200,202930,3880,468267,0
"10578","0","F",94530.34,"SAL","46-50",896,3,"CA",77,67,66,0,21,20,24,1,"0",117000,0,75990,70609,69537,"1",250,0,0,0,5571.43,0,75990,3530.45,2897.38
"10579","0","M",1377082.21,"SENP","31-35",400,20,"SA",195,12,6,0,1,1,0,4,"0",6600,0,16180,194226,0,"0",0,0,0,0,6600,0,4045,194226,0
"10580","0","F",142684.33,"SENP","<25",346,31,"CA",190,32,3,1,1,0,1,0,"1",14800,800220,0,0,110369,"0",0,0,0,0,14800,800220,0,0,110369
"10581","1","M",263755.37,"SAL","31-35",124,19,"SA",193,5,6,2,1,1,0,2,"0",10700,109760,10760,912327,0,"0",0,0,0,0,10700,54880,5380,912327,0
"10582","0","F",463532.95,"SENP","<25",646,23,"SA",201,14,2,1,0,1,0,0,"0",0,148050,0,429649,0,"0",0,0,0,0,0,148050,0,429649,0
"10583","0","F",423379.35,"PROF","26-30",938,5,"SA",104,10,6,2,1,1,0,2,"0",6000,202750,47810,888187,0,"0",0,0,0,0,6000,101375,23905,888187,0
"10584","0","M",97570.24,"SAL","26-30",251,9,"CA",32,2,2,1,0,0,0,1,"0",0,562530,0,0,0,"0",0,0,0,0,0,562530,0,0,0
"10585","0","M",17717.78,"PROF","46-50",247,31,"SA",217,14,2,0,0,1,1,0,"0",0,0,0,758593,82783,"0",0,0,0,0,0,0,0,758593,82783
"10586","0","M",108233.27,"SAL","31-35",254,9,"SA",219,8,5,2,1,1,0,1,"0",5700,802660,0,624017,0,"0",0,0,0,0,5700,401330,0,624017,0
"10587","0","M",341842.55,"SELF-EMP","26-30",338,30,"SA",72,4,4,1,1,1,0,1,"0",15700,946570,49920,694312,0,"0",0,0,0,1,15700,946570,49920,694312,0
"10588","0","M",776010.04,"SELF-EMP",">50",831,4,"CA",220,20,26,12,3,8,2,1,"1",30000,30840,18300,966767,146579,"0",0,0,0,0,10000,2570,18300,120845.88,73289.5
"10589","0","M",26015.56,"PROF",">50",896,23,"SA",89,7,3,2,0,1,0,0,"0",0,197470,0,477885,0,"1",0,0,0,0,0,98735,0,477885,0
"10590","0","M",510086.5,"SAL","46-50",519,19,"SA",43,5,5,2,1,1,0,1,"0",9600,51270,0,952282,0,"0",0,0,0,0,9600,25635,0,952282,0
"10591","0","M",1233761.15,"SENP","41-45",330,12,"SA",135,4,3,1,0,0,0,2,"1",0,851840,76900,0,0,"1",0,0,0,1,0,851840,38450,0,0
"10592","0","M",807033.29,"PROF","46-50",802,9,"SA",101,11,6,1,1,0,0,4,"0",8300,450020,96010,0,0,"0",0,0,0,0,8300,450020,24002.5,0,0
"10593","0","M",10600.93,"PROF","26-30",339,18,"SA",80,7,5,0,1,0,0,4,"0",5800,0,78510,0,0,"0",0,0,0,0,5800,0,19627.5,0,0
"10594","1","F",746947.24,"PROF","41-45",454,23,"SA",221,14,4,1,2,0,1,0,"0",30100,60850,0,0,194939,"1",0,0,0,0,15050,60850,0,0,194939
"10595","0","M",31869.67,"SAL",">50",240,20,"SA",89,11,5,1,1,1,0,2,"0",13400,318780,55650,385958,0,"0",0,0,0,0,13400,318780,27825,385958,0
"10596","0","M",481565.16,"PROF","31-35",141,17,"CA",170,1,1,1,0,0,0,0,"0",0,634610,0,0,0,"0",0,0,0,0,0,634610,0,0,0
"10597","0","M",47426.98,"PROF","46-50",320,30,"SA",189,10,1,0,1,0,0,0,"0",9700,0,0,0,0,"0",0,0,0,0,9700,0,0,0,0
"10598","0","F",266886.31,"SENP","41-45",249,28,"SA",36,10,3,1,0,0,0,2,"0",0,153700,79270,0,0,"0",0,0,0,0,0,153700,39635,0,0
"10599","0","F",46326.87,"SENP","31-35",647,19,"SA",62,4,3,1,0,0,0,2,"1",0,998590,24060,0,0,"0",0,0,0,0,0,998590,12030,0,0
"10600","1","F",53961.04,"SAL",">50",347,15,"CA",194,54,22,8,2,7,1,4,"0",25600,837200,663550,119782,91471,"0",0,0,0,0,12800,104650,165887.5,17111.71,91471
"10601","0","M",9889.06,"SAL","46-50",370,18,"SA",154,5,5,0,1,0,0,4,"0",17900,0,83790,0,0,"0",0,0,0,0,17900,0,20947.5,0,0
"10602","0","F",1389988.09,"SAL","31-35",332,30,"SA",167,11,1,0,0,0,0,1,"0",0,0,74250,0,0,"0",0,0,0,0,0,0,74250,0,0
"10603","0","M",47426.98,"PROF","46-50",320,30,"SA",189,10,1,0,1,0,0,0,"0",9700,0,0,0,0,"0",0,0,0,0,9700,0,0,0,0
"10604","0","M",696353.59,"SELF-EMP","36-40",888,14,"SA",174,14,7,3,1,1,0,2,"0",17400,872920,16210,324604,0,"0",0,0,1,0,17400,290973.33,8105,324604,0
"10605","0","M",298716.89,"SAL",">50",884,22,"SA",87,16,4,0,4,0,0,0,"0",28700,0,0,0,0,"0",0,0,0,0,7175,0,0,0,0
"10606","1","M",219837.09,"SAL","36-40",134,2,"SA",55,7,4,3,0,0,0,1,"1",0,869200,0,0,0,"0",0,0,0,0,0,289733.33,0,0,0
"10607","0","M",39215.84,"SAL",">50",681,16,"SA",165,7,6,1,1,0,0,4,"0",18700,957920,61180,0,0,"0",0,0,0,0,18700,957920,15295,0,0
"10608","0","M",4863.1,"PROF","31-35",813,12,"SA",203,10,5,2,1,1,0,1,"1",1400,753680,0,460570,0,"0",0,0,0,0,1400,376840,0,460570,0
"10609","0","M",741154.41,"SAL","<25",289,25,"SA",76,11,3,2,1,0,0,0,"0",2800,60440,0,0,0,"0",0,0,0,0,2800,30220,0,0,0
"10610","0","M",220905.69,"SELF-EMP","41-45",610,19,"SA",82,11,6,2,1,1,0,2,"0",13900,440750,31210,599492,0,"0",0,0,0,0,13900,220375,15605,599492,0
"10611","0","M",257337.77,"PROF","26-30",924,23,"SA",68,6,1,1,0,0,0,0,"0",0,505010,0,0,0,"0",0,0,0,0,0,505010,0,0,0
"10612","0","M",2197272.16,"SELF-EMP","41-45",816,12,"SA",94,10,5,0,1,0,0,4,"0",13200,0,72930,0,0,"0",0,0,0,0,13200,0,18232.5,0,0
"10613","0","F",321569.96,"SELF-EMP","26-30",115,6,"SA",38,12,6,1,1,0,0,4,"0",1500,11000,71360,0,0,"0",0,0,0,0,1500,11000,17840,0,0
"10614","0","M",550179.53,"SELF-EMP",">50",216,21,"SA",163,16,3,1,0,2,0,0,"0",0,501160,0,537295,0,"0",0,0,0,0,0,501160,0,268647.5,0
"10615","0","M",1219326.07,"SAL","26-30",748,18,"SA",69,6,5,1,1,1,0,2,"0",8200,905290,57210,970784,0,"0",0,0,0,0,8200,905290,28605,970784,0
"10616","0","M",460900.28,"SAL","31-35",213,6,"SA",144,6,6,2,1,1,0,2,"1",4600,949570,45680,511821,0,"0",0,0,0,0,4600,474785,22840,511821,0
"10617","0","M",210261.05,"SAL","26-30",708,14,"SA",220,2,2,1,0,0,0,1,"0",0,737770,0,0,0,"0",0,0,0,0,0,737770,0,0,0
"10618","0","M",18080.87,"SAL","31-35",587,10,"SA",71,8,5,1,1,1,0,2,"0",12200,432630,79880,660476,0,"0",0,0,0,0,12200,432630,39940,660476,0
"10619","0","M",183385.52,"SENP","46-50",230,31,"SA",194,8,2,1,1,0,0,0,"0",1500,68780,0,0,0,"0",0,0,0,0,1500,68780,0,0,0
"10620","0","M",296801.59,"SAL","46-50",254,8,"SA",121,7,7,1,1,1,0,4,"1",6000,977060,56650,854655,0,"0",0,0,0,0,6000,977060,14162.5,854655,0
"10621","0","M",15202.64,"PROF","31-35",879,14,"SA",115,10,6,1,1,0,0,4,"0",14000,721500,75270,0,0,"0",0,0,0,0,14000,721500,18817.5,0,0
"10622","1","M",39890.51,"SELF-EMP","31-35",176,30,"SA",30,18,3,1,1,0,1,0,"1",13200,554570,0,0,171201,"0",0,0,0,0,13200,554570,0,0,171201
"10623","1","M",388949.03,"SELF-EMP","46-50",221,1,"SA",173,14,6,1,1,0,0,4,"1",900,142530,82370,0,0,"0",0,0,0,0,900,142530,20592.5,0,0
"10624","0","F",277553.73,"PROF","<25",444,4,"SA",213,0,0,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0
"10625","0","F",93900.67,"SAL","31-35",975,21,"CA",49,4,3,2,0,1,0,0,"1",0,416210,0,764614,0,"0",0,0,0,0,0,208105,0,764614,0
"10626","0","M",178000.93,"SELF-EMP","31-35",195,21,"SA",140,6,1,1,0,0,0,0,"0",0,865490,0,0,0,"0",0,0,0,0,0,865490,0,0,0
"10627","0","F",629641.91,"SENP","<25",259,9,"SA",103,14,7,3,1,1,0,2,"0",9400,368330,68910,772470,0,"0",0,0,0,0,9400,122776.67,34455,772470,0
"10628","0","F",180055.32,"PROF","36-40",154,7,"CA",130,0,0,0,0,0,0,0,"0",0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0
"10629","0","M",206038.05,"SELF-EMP","31-35",258,30,"SA",166,5,4,4,0,0,0,0,"0",0,841180,0,0,0,"0",0,0,0,0,0,210295,0,0,0
"10630","0","M",108144.88,"SAL","31-35",590,11,"SA",63,9,5,1,1,1,0,2,"0",500,518930,77530,749310,0,"0",0,0,0,0,500,518930,38765,749310,0
"10631","0","M",15168.1,"SAL","46-50",300,23,"SA",136,14,2,1,0,1,0,0,"0",0,714420,0,513712,0,"0",0,0,0,0,0,714420,0,513712,0
"10632","0","M",40974.75,"SENP","26-30",151,12,"SA",165,9,5,2,1,1,0,1,"0",16900,141700,0,310222,0,"0",0,0,0,0,16900,70850,0,310222,0
"10633","0","F",8328.22,"SAL",">50",360,28,"CA",216,65,1,1,0,0,0,0,"0",0,768510,0,0,0,"1",0,0,0,0,0,768510,0,0,0
"10634","0","M",322627.76,"SELF-EMP","46-50",627,19,"SA",74,4,3,2,0,0,0,1,"0",0,322940,0,0,0,"0",0,0,0,0,0,161470,0,0,0
"10635","0","M",317062.79,"PROF","41-45",797,22,"SA",142,2,1,1,0,0,0,0,"0",0,218220,0,0,0,"0",0,0,0,0,0,218220,0,0,0
"10636","0","M",212958.34,"SAL","41-45",490,17,"CA",197,19,2,1,1,0,0,0,"1",9200,649030,0,0,0,"0",0,0,0,0,9200,649030,0,0,0
"10637","1","M",288928.63,"PROF","36-40",479,23,"SA",103,2,2,0,2,0,0,0,"1",10200,0,0,0,0,"0",0,0,0,0,5100,0,0,0,0
"10638","0","M",123625.33,"SELF-EMP","46-50",318,15,"SA",51,0,0,0,0,0,0,0,"0",0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0
"10639","0","M",2081474.96,"SELF-EMP","26-30",253,21,"SA",181,12,4,2,2,0,0,0,"0",18300,731820,0,0,0,"0",0,0,0,0,9150,365910,0,0,0
"10640","0","M",454425.67,"SAL",">50",694,28,"SA",52,15,1,0,1,0,0,0,"0",8400,0,0,0,0,"0",0,0,0,0,8400,0,0,0,0
"10641","0","M",466520.28,"SELF-EMP","31-35",157,7,"SA",206,18,14,6,2,4,1,1,"0",4400,837790,47440,804659,122535,"1",0,0,0,1,2200,139631.67,47440,201164.75,122535
"10642","0","M",56744.37,"PROF","36-40",283,1,"SA",91,20,14,4,2,3,1,4,"1",40200,156400,45750,456382,100728,"0",0,0,0,0,20100,39100,11437.5,152127.33,100728
"10643","0","F",1062008.9,"SENP","31-35",101,22,"CA",131,13,3,1,1,0,1,0,"0",2600,609810,0,0,14625,"0",0,0,0,0,2600,609810,0,0,14625
"10644","0","M",137931.05,"SAL",">50",356,29,"CA",132,38,4,1,2,0,1,0,"0",48700,687720,0,0,137966,"0",0,0,0,0,24350,687720,0,0,137966
"10645","0","F",561803.59,"SENP","26-30",368,24,"CA",145,20,4,1,2,1,0,0,"0",24600,577900,0,953408,0,"0",0,0,0,0,12300,577900,0,953408,0
"10646","0","M",293605.49,"SELF-EMP","26-30",648,22,"SA",53,5,2,2,0,0,0,0,"1",0,639590,0,0,0,"0",0,0,0,0,0,319795,0,0,0
"10647","0","M",255930.35,"SAL","31-35",194,10,"SA",206,0,0,0,0,0,0,0,"0",0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0
"10648","0","M",42590.6,"SENP",">50",309,30,"SA",114,0,3,2,0,0,1,0,"1",0,70520,0,0,152072,"0",0,0,0,0,0,35260,0,0,152072
"10649","0","M",2318039.13,"PROF","26-30",758,4,"SA",184,8,5,2,1,1,0,1,"1",5800,479600,0,820337,0,"0",0,0,0,0,5800,239800,0,820337,0
"10650","0","M",78949.82,"SELF-EMP","31-35",841,11,"SA",212,11,5,0,1,0,0,4,"0",5200,0,20860,0,0,"0",0,0,0,0,5200,0,5215,0,0
"10651","0","M",1517293.84,"PROF",">50",225,29,"SA",72,9,3,2,1,0,0,0,"0",10500,132830,0,0,0,"0",0,0,0,0,10500,66415,0,0,0
"10652","0","M",99470.31,"SAL","46-50",739,9,"SA",84,14,8,5,1,1,0,1,"1",9300,678990,0,6029,0,"0",0,0,0,0,9300,135798,0,6029,0
"10653","0","F",1076252.12,"SENP","36-40",479,1,"SA",107,8,6,1,1,0,0,4,"1",19700,230880,88810,0,0,"0",0,0,0,0,19700,230880,22202.5,0,0
"10654","1","M",1263008.85,"SAL","31-35",277,11,"SA",151,12,6,1,1,0,0,4,"1",1000,547740,39130,0,0,"0",0,0,0,0,1000,547740,9782.5,0,0
"10655","0","M",358403.37,"SENP",">50",218,31,"SA",141,2,2,1,0,0,0,1,"0",0,773900,80490,0,0,"0",0,0,0,0,0,773900,80490,0,0
"10656","0","F",123313.36,"SENP",">50",186,19,"CA",201,14,17,6,2,0,1,8,"1",35000,633220,735620,0,100699,"0",0,0,0,0,17500,105536.67,91952.5,0,100699
"10657","0","F",64484.7,"SENP","31-35",160,23,"SA",60,2,3,1,1,1,0,0,"1",6700,781190,0,518244,0,"0",0,0,0,0,6700,781190,0,518244,0
"10658","0","F",623993.62,"PROF","<25",367,15,"SA",82,0,0,0,0,0,0,0,"0",0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0
"10659","0","F",1042289.26,"PROF",">50",302,15,"SA",154,14,7,3,1,1,0,2,"0",1400,398330,28240,22199,0,"0",0,0,0,0,1400,132776.67,14120,22199,0
"10660","0","M",118454.12,"SAL","46-50",306,7,"CA",167,22,29,11,3,9,2,4,"1",18400,199500,122400,461404,146941,"0",0,0,0,0,6133.33,18136.36,30600,51267.11,73470.5
"10661","1","M",1105262.15,"SAL","36-40",652,16,"SA",136,10,6,0,1,1,0,4,"1",9700,0,70430,595421,0,"0",0,0,0,0,9700,0,17607.5,595421,0
"10662","1","M",14227.65,"SELF-EMP","41-45",807,5,"SA",78,6,6,1,1,0,0,4,"0",12300,833490,85350,0,0,"0",0,0,0,0,12300,833490,21337.5,0,0
"10663","0","M",1267564.91,"SAL","41-45",481,29,"SA",75,8,4,1,1,1,1,0,"1",6700,887540,0,25737,94949,"0",0,0,0,0,6700,887540,0,25737,94949
"10664","0","M",811557.17,"PROF",">50",653,25,"SA",69,12,4,2,2,0,0,0,"1",46700,17470,0,0,0,"0",0,0,0,0,23350,8735,0,0,0
"10665","1","F",197437.47,"PROF","46-50",367,25,"SA",113,6,2,2,0,0,0,0,"1",0,786160,0,0,0,"0",0,0,0,0,0,393080,0,0,0
"10666","0","M",131567.68,"SENP","31-35",384,23,"SA",99,16,1,0,0,0,0,1,"1",0,0,99830,0,0,"0",0,0,0,1,0,0,99830,0,0
"10667","0","M",123170.94,"PROF","46-50",326,8,"SA",110,18,14,6,2,4,1,1,"0",21100,720400,30290,497696,32960,"0",0,0,0,0,10550,120066.67,30290,124424,32960
"10668","0","F",231912.76,"PROF","36-40",536,15,"SA",165,4,3,2,0,0,0,1,"0",0,60280,0,0,0,"0",0,0,0,0,0,30140,0,0,0
"10669","0","F",833725.41,"SENP","<25",376,1,"CA",158,15,18,4,2,0,1,11,"0",25900,599320,3804000,0,177225,"0",0,0,0,0,12950,149830,345818.18,0,177225
"10670","0","M",140148.61,"PROF","31-35",707,11,"CA",97,37,15,2,2,4,1,6,"1",24100,208370,661390,783986,135435,"0",0,0,0,0,12050,104185,110231.67,195996.5,135435
"10671","0","M",2458340.54,"SENP",">50",348,16,"SA",52,4,3,1,0,0,0,2,"0",0,209320,54310,0,0,"0",0,0,1,0,0,209320,27155,0,0
"10672","0","F",1867000.12,"PROF","41-45",309,11,"SA",125,4,5,0,1,0,0,4,"0",3400,0,88960,0,0,"0",0,0,0,0,3400,0,22240,0,0
"10673","0","M",1042954.63,"SAL","31-35",400,26,"CA",196,65,1,1,0,0,0,0,"0",0,582230,0,0,0,"1",0,0,0,0,0,582230,0,0,0
"10674","0","M",564083.16,"SELF-EMP","46-50",284,19,"SA",94,20,16,10,2,0,1,3,"0",31700,584200,72890,0,128334,"0",0,0,0,0,15850,58420,24296.67,0,128334
"10675","0","M",152876.92,"SENP",">50",202,1,"CA",162,23,30,14,3,9,2,2,"1",34100,51550,77830,464265,34281,"0",0,0,0,0,11366.67,3682.14,38915,51585,17140.5
"10676","0","M",1146330.93,"SAL","46-50",348,3,"SA",186,19,15,4,2,4,1,4,"1",44300,558970,903730,717651,181293,"0",0,0,0,0,22150,139742.5,225932.5,179412.75,181293
"10677","0","F",136605.97,"SENP","<25",155,22,"SA",189,4,2,0,2,0,0,0,"0",10500,0,0,0,0,"0",0,0,0,0,5250,0,0,0,0
"10678","0","F",1363419.4,"PROF",">50",544,2,"CA",197,40,16,10,2,0,1,3,"0",42800,606280,82180,0,137004,"0",0,0,0,0,21400,60628,27393.33,0,137004
"10679","0","M",207534.67,"SAL","41-45",522,15,"CA",171,22,2,1,1,0,0,0,"0",8100,585020,0,0,0,"0",0,0,0,0,8100,585020,0,0,0
"10680","0","M",176504.76,"SAL","46-50",374,30,"SA",174,16,1,0,1,0,0,0,"1",15900,0,0,0,0,"1",0,0,0,0,15900,0,0,0,0
"10681","0","M",613830.66,"PROF","31-35",205,19,"SA",142,15,8,2,1,1,0,4,"0",13200,181260,71550,345297,0,"0",0,0,0,0,13200,90630,17887.5,345297,0
"10682","0","M",5026.83,"SENP",">50",302,6,"SA",98,14,8,1,1,1,0,5,"0",16100,795200,704370,304029,0,"0",0,0,0,0,16100,795200,140874,304029,0
"10683","0","F",604289.51,"SELF-EMP","46-50",577,8,"SA",140,9,5,0,1,0,0,4,"0",9800,0,76260,0,0,"0",0,0,0,0,9800,0,19065,0,0
"10684","0","M",215450.63,"SAL","26-30",161,12,"SA",189,8,5,1,1,1,0,2,"0",6100,645650,65610,68959,0,"0",0,0,0,0,6100,645650,32805,68959,0
"10685","0","M",978148.55,"SELF-EMP","31-35",831,16,"SA",93,6,5,0,1,0,0,4,"0",4700,0,77190,0,0,"0",0,0,0,0,4700,0,19297.5,0,0
"10686","0","M",61725.96,"PROF",">50",499,21,"SA",190,16,2,1,0,1,0,0,"0",0,282670,0,696027,0,"0",0,0,0,0,0,282670,0,696027,0
"10687","0","F",166555.44,"PROF","41-45",468,23,"SA",132,2,2,0,1,0,1,0,"0",18400,0,0,0,139281,"0",0,0,0,0,18400,0,0,0,139281
"10688","1","M",24723.53,"PROF",">50",660,14,"SA",134,14,6,2,1,1,0,2,"0",11600,357910,85740,186549,0,"0",0,0,0,1,11600,178955,42870,186549,0
"10689","0","M",74939.01,"PROF","46-50",160,9,"SA",96,10,5,1,1,1,0,2,"0",4100,605200,50940,782199,0,"0",0,0,0,0,4100,605200,25470,782199,0
"10690","0","M",640501.18,"PROF","26-30",666,3,"SA",219,14,8,4,1,1,0,2,"0",16900,385340,57140,740034,0,"0",0,0,0,0,16900,96335,28570,740034,0
"10691","0","M",156774.48,"PROF","46-50",798,20,"CA",204,37,15,6,2,4,1,2,"0",5600,724780,22250,285757,137158,"1",0,0,0,0,2800,120796.67,11125,71439.25,137158
"10692","1","M",257174.4,"PROF","<25",687,24,"CA",176,19,4,4,0,0,0,0,"0",0,105760,0,0,0,"0",0,0,0,0,0,26440,0,0,0
"10693","0","M",1104824.92,"SELF-EMP","36-40",491,25,"CA",200,4,2,0,0,1,1,0,"0",0,0,0,900371,181678,"0",0,0,0,0,0,0,0,900371,181678
"10694","0","M",17118.28,"SENP","46-50",273,2,"SA",195,8,5,1,1,1,0,2,"0",5100,3480,74890,589370,0,"0",0,0,0,0,5100,3480,37445,589370,0
"10695","0","F",3176730.29,"SENP","36-40",145,15,"SA",175,11,6,1,1,0,0,4,"1",7400,519150,64960,0,0,"0",0,0,0,0,7400,519150,16240,0,0
"10696","0","M",44975.19,"PROF","<25",177,11,"CA",29,16,21,5,2,6,1,7,"0",7000,420080,54020,844852,172830,"0",0,0,0,0,3500,84016,7717.14,140808.67,172830
"10697","0","M",220714.8,"SAL","31-35",218,15,"SA",182,14,7,2,1,0,0,4,"0",10300,172150,61700,0,0,"1",0,0,0,0,10300,86075,15425,0,0
"10698","0","M",247060.57,"SENP","41-45",191,5,"SA",158,12,6,2,1,1,0,2,"1",9100,967960,21140,749962,0,"0",0,0,0,0,9100,483980,10570,749962,0
"10699","0","M",1018490.47,"SAL","46-50",225,9,"SA",65,4,3,1,0,0,0,2,"0",0,574190,53760,0,0,"0",0,0,0,0,0,574190,26880,0,0
"10700","0","M",1361125.83,"PROF","26-30",109,30,"CA",83,33,3,1,1,0,0,1,"0",13100,459820,65960,0,0,"1",0,0,0,1,13100,459820,65960,0,0
"10701","0","M",1471529.74,"SAL","26-30",292,2,"SA",72,9,5,1,1,1,0,2,"1",17600,280600,24790,310643,0,"0",0,0,0,0,17600,280600,12395,310643,0
"10702","0","M",392248.03,"PROF",">50",545,15,"SA",141,6,5,2,1,1,0,1,"1",1600,317550,0,29797,0,"0",0,0,0,0,1600,158775,0,29797,0
"10703","0","M",267813.51,"PROF","46-50",686,18,"SA",217,14,7,4,1,1,0,1,"1",15600,542400,0,275877,0,"0",0,0,0,0,15600,135600,0,275877,0
"10704","0","M",99184.21,"PROF","36-40",128,7,"SA",210,8,6,2,1,1,0,2,"0",19500,374000,38520,662374,0,"0",0,0,0,0,19500,187000,19260,662374,0
"10705","0","M",18455.12,"SAL","<25",641,16,"SA",54,16,15,7,2,4,1,1,"0",40400,102080,64580,194662,85531,"1",0,0,0,0,20200,14582.86,64580,48665.5,85531
"10706","0","M",624629.05,"SAL","31-35",273,8,"CA",156,48,19,3,2,6,1,7,"0",9900,468790,41470,113757,118531,"0",0,0,0,0,4950,156263.33,5924.29,18959.5,118531
"10707","0","M",135647.33,"SAL","41-45",167,24,"CA",156,38,1,0,1,0,0,0,"0",9500,0,0,0,0,"0",0,0,0,0,9500,0,0,0,0
"10708","0","F",1515811.38,"SENP","26-30",129,6,"SA",65,10,6,0,1,1,0,4,"0",11900,0,48080,848924,0,"0",0,0,0,0,11900,0,12020,848924,0
"10709","1","M",452800.65,"SENP",">50",563,15,"SA",161,16,15,1,2,4,1,7,"0",5800,713420,446370,472558,96983,"0",0,0,0,0,2900,713420,63767.14,118139.5,96983
"10710","0","F",47409.14,"SENP",">50",692,9,"SA",217,6,5,1,1,1,0,2,"0",17600,742390,33720,614896,0,"0",0,0,0,0,17600,742390,16860,614896,0
"10711","0","F",616969.99,"SENP","<25",365,9,"SA",142,14,8,2,1,1,0,4,"0",3900,668450,41600,109209,0,"1",0,0,0,1,3900,334225,10400,109209,0
"10712","0","M",1125079.93,"SENP",">50",418,12,"SA",150,10,5,0,1,0,0,4,"1",8100,0,54890,0,0,"0",0,0,0,0,8100,0,13722.5,0,0
"10713","0","F",1266697.47,"SELF-EMP","26-30",845,21,"SA",219,12,3,2,1,0,0,0,"1",13100,167840,0,0,0,"0",0,0,0,0,13100,83920,0,0,0
"10714","1","F",50535.4,"SENP","46-50",203,22,"SA",165,13,4,1,1,1,1,0,"0",0,183090,0,394687,145150,"0",0,0,0,0,0,183090,0,394687,145150
"10715","0","M",1524193.93,"PROF","31-35",350,24,"SA",96,14,1,1,0,0,0,0,"0",0,173490,0,0,0,"0",0,0,0,0,0,173490,0,0,0
"10716","0","M",514396.35,"SAL","31-35",257,17,"SA",184,6,6,0,1,1,0,4,"0",18100,0,59480,247008,0,"0",0,0,0,0,18100,0,14870,247008,0
"10717","0","F",1198716.76,"PROF","26-30",654,21,"SA",161,18,4,1,0,1,2,0,"1",0,907060,0,415633,122795,"0",0,0,0,0,0,907060,0,415633,61397.5
"10718","0","F",450919.57,"SELF-EMP",">50",147,29,"SA",127,12,2,1,1,0,0,0,"0",15700,218950,0,0,0,"1",0,0,0,0,15700,218950,0,0,0
"10719","0","M",97759.29,"SAL",">50",995,4,"SA",62,8,6,3,1,1,0,1,"0",2400,635520,0,124030,0,"0",0,0,0,0,2400,211840,0,124030,0
"10720","0","M",75772.66,"SAL","46-50",503,17,"SA",212,12,6,0,1,1,0,4,"0",4600,0,19200,951137,0,"0",0,0,0,0,4600,0,4800,951137,0
"10721","0","F",359533.15,"PROF","46-50",380,25,"SA",113,12,4,1,2,0,0,1,"0",29400,118310,33650,0,0,"0",0,0,0,1,14700,118310,33650,0,0
"10722","0","M",52839.66,"PROF","26-30",320,4,"SA",72,0,0,0,0,0,0,0,"1",0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0
"10723","0","M",121997.93,"SELF-EMP","41-45",695,29,"SA",116,19,4,1,3,0,0,0,"0",8300,825860,0,0,0,"0",0,0,0,0,2766.67,825860,0,0,0
"10724","0","M",653876.85,"PROF","26-30",313,12,"SA",176,15,8,2,1,1,0,4,"1",18000,210800,29400,104282,0,"0",0,0,0,0,18000,105400,7350,104282,0
"10725","0","M",1532840.38,"SAL","26-30",934,18,"SA",163,16,14,6,2,4,1,1,"1",43500,758580,95870,590309,119419,"0",0,0,1,0,21750,126430,95870,147577.25,119419
